Word,PosTag,NamedEntity,PreviousPosTag,PreviousWord,NextPosTag,NextWord
championship,NN,O,DT,the,NN,table
table,NN,O,NN,championship,IN,with
with,IN,O,NN,table,NNP,Slight
Slight,NNP,I-PER,IN,with,RB,still
still,RB,O,NNP,Slight,VBG,leading
leading,VBG,O,RB,still,IN,on
on,IN,O,VBG,leading,CD,280
280,CD,O,IN,on,NNS,points
points,NNS,O,CD,280,",",","
",",",",O,NNS,points,VBN,followed
followed,VBN,O,",",",",IN,by
by,IN,O,VBN,followed,NNP,Corser
Corser,NNP,I-PER,IN,by,IN,with
with,IN,O,NNP,Corser,CD,269
269,CD,O,IN,with,CC,and
and,CC,O,CD,269,NNP,Kocinski
Kocinski,NNP,I-PER,CC,and,IN,with
with,IN,O,NNP,Kocinski,CD,254
254,CD,O,IN,with,.,.
.,.,O,CD,254,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
RUGBY,NNP,I-MISC,None,None,NNP,LEAGUE
LEAGUE,NNP,I-MISC,NNP,RUGBY,:,-
-,:,O,NNP,LEAGUE,JJ,EUROPEAN
EUROPEAN,JJ,I-MISC,:,-,NN,SUPER
SUPER,NN,I-MISC,JJ,EUROPEAN,NNP,LEAGUE
LEAGUE,NNP,I-MISC,NN,SUPER,NNS,RESULTS
RESULTS,NNS,O,NNP,LEAGUE,SYM,/
/,SYM,O,NNS,RESULTS,NNS,STANDINGS
STANDINGS,NNS,O,SYM,/,.,.
.,.,O,NNS,STANDINGS,None,None
LONDON,NNP,I-LOC,None,None,CD,1996-08-25
1996-08-25,CD,O,NNP,LONDON,None,None
Results,NNS,O,None,None,IN,of
of,IN,O,NNS,Results,NNP,European
European,NNP,I-MISC,IN,of,NNP,Super
Super,NNP,I-MISC,NNP,European,NNP,League
League,NNP,I-MISC,NNP,Super,None,None
rugby,JJ,O,None,None,NN,league
league,NN,O,JJ,rugby,NNS,matches
matches,NNS,O,NN,league,IN,on
on,IN,O,NNS,matches,NNP,Sunday
Sunday,NNP,O,IN,on,:,:
:,:,O,NNP,Sunday,None,None
Halifax,NNP,I-ORG,None,None,CD,64
64,CD,O,NNP,Halifax,NNPS,Leeds
Leeds,NNPS,I-ORG,CD,64,CD,24
24,CD,O,NNPS,Leeds,None,None
London,NNP,I-ORG,None,None,CD,56
56,CD,O,NNP,London,NNP,Castleford
Castleford,NNP,I-ORG,CD,56,CD,0
0,CD,O,NNP,Castleford,None,None
Standings,NNS,O,None,None,:,:
:,:,O,NNS,Standings,None,None
Wigan,NN,I-ORG,None,None,CD,22
22,CD,O,NN,Wigan,CD,19
19,CD,O,CD,22,CD,1
1,CD,O,CD,19,CD,2
2,CD,O,CD,1,CD,902
902,CD,O,CD,2,CD,326
326,CD,O,CD,902,CD,39
39,CD,O,CD,326,None,None
St,NNP,I-ORG,None,None,NNP,Helens
Helens,NNP,I-ORG,NNP,St,CD,21
21,CD,O,NNP,Helens,CD,19
19,CD,O,CD,21,CD,0
0,CD,O,CD,19,CD,2
2,CD,O,CD,0,CD,884
884,CD,O,CD,2,CD,441
441,CD,O,CD,884,CD,38
38,CD,O,CD,441,None,None
Bradford,NNP,I-ORG,None,None,CD,22
22,CD,O,NNP,Bradford,CD,17
17,CD,O,CD,22,CD,0
0,CD,O,CD,17,CD,5
5,CD,O,CD,0,CD,767
767,CD,O,CD,5,CD,409
409,CD,O,CD,767,CD,34
34,CD,O,CD,409,None,None
London,NNP,I-ORG,None,None,CD,22
22,CD,O,NNP,London,CD,12
12,CD,O,CD,22,CD,1
1,CD,O,CD,12,CD,9
9,CD,O,CD,1,CD,611
611,CD,O,CD,9,CD,462
462,CD,O,CD,611,CD,25
25,CD,O,CD,462,None,None
Warrington,NN,I-ORG,None,None,CD,21
21,CD,O,NN,Warrington,CD,12
12,CD,O,CD,21,CD,0
0,CD,O,CD,12,CD,9
9,CD,O,CD,0,CD,555
555,CD,O,CD,9,CD,499
499,CD,O,CD,555,CD,24
24,CD,O,CD,499,None,None
Halifax,NNP,I-ORG,None,None,CD,22
22,CD,O,NNP,Halifax,CD,10
10,CD,O,CD,22,CD,1
1,CD,O,CD,10,CD,11
11,CD,O,CD,1,CD,667
667,CD,O,CD,11,CD,576
576,CD,O,CD,667,CD,21
21,CD,O,CD,576,None,None
Sheffield,NNP,I-ORG,None,None,CD,22
22,CD,O,NNP,Sheffield,CD,10
10,CD,O,CD,22,CD,0
0,CD,O,CD,10,CD,12
12,CD,O,CD,0,CD,599
599,CD,O,CD,12,CD,730
730,CD,O,CD,599,CD,20
20,CD,O,CD,730,None,None
Oldham,NNP,I-ORG,None,None,CD,22
22,CD,O,NNP,Oldham,CD,9
9,CD,O,CD,22,CD,1
1,CD,O,CD,9,CD,12
12,CD,O,CD,1,CD,473
473,CD,O,CD,12,CD,681
681,CD,O,CD,473,CD,19
19,CD,O,CD,681,None,None
Castleford,NNP,I-ORG,None,None,CD,22
22,CD,O,NNP,Castleford,CD,9
9,CD,O,CD,22,CD,0
0,CD,O,CD,9,CD,13
13,CD,O,CD,0,CD,548
548,CD,O,CD,13,CD,599
599,CD,O,CD,548,CD,18
18,CD,O,CD,599,None,None
Leeds,NNS,I-ORG,None,None,CD,22
22,CD,O,NNS,Leeds,CD,6
6,CD,O,CD,22,CD,0
0,CD,O,CD,6,CD,16
16,CD,O,CD,0,CD,555
555,CD,O,CD,16,CD,745
745,CD,O,CD,555,CD,12
12,CD,O,CD,745,None,None
Paris,NNP,I-ORG,None,None,CD,22
22,CD,O,NNP,Paris,CD,3
3,CD,O,CD,22,CD,1
1,CD,O,CD,3,CD,18
18,CD,O,CD,1,CD,398
398,CD,O,CD,18,CD,795
795,CD,O,CD,398,CD,7
7,CD,O,CD,795,None,None
Workington,NN,I-ORG,None,None,CD,22
22,CD,O,NN,Workington,CD,2
2,CD,O,CD,22,CD,1
1,CD,O,CD,2,CD,19
19,CD,O,CD,1,CD,325
325,CD,O,CD,19,CD,1021
1021,CD,O,CD,325,CD,5
5,CD,O,CD,1021,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
CRICKET,NNP,O,None,None,:,-
-,:,O,NNP,CRICKET,NNP,POLLOCK
POLLOCK,NNP,I-PER,:,-,NNP,CONCLUDES
CONCLUDES,NNP,O,NNP,POLLOCK,NNP,WARWICKSHIRE
WARWICKSHIRE,NNP,I-ORG,NNP,CONCLUDES,NNP,CAREER
CAREER,NNP,O,NNP,WARWICKSHIRE,IN,WITH
WITH,IN,O,NNP,CAREER,NNP,FLOURISH
FLOURISH,NNP,O,IN,WITH,.,.
.,.,O,NNP,FLOURISH,None,None
LONDON,NNP,I-LOC,None,None,CD,1996-08-25
1996-08-25,CD,O,NNP,LONDON,None,None
South,JJ,I-MISC,None,None,JJ,African
African,JJ,I-MISC,JJ,South,JJ,fast
fast,JJ,O,JJ,African,NN,bowler
bowler,NN,O,JJ,fast,NNP,Shaun
Shaun,NNP,I-PER,NN,bowler,NNP,Pollock
Pollock,NNP,I-PER,NNP,Shaun,VBD,concluded
concluded,VBD,O,NNP,Pollock,PRP$,his
his,PRP$,O,VBD,concluded,NNP,Warwickshire
Warwickshire,NNP,I-ORG,PRP$,his,NN,career
career,NN,O,NNP,Warwickshire,IN,with
with,IN,O,NN,career,DT,a
a,DT,O,IN,with,VB,flourish
flourish,VB,O,DT,a,IN,on
on,IN,O,VB,flourish,NNP,Sunday
Sunday,NNP,O,IN,on,IN,by
by,IN,O,NNP,Sunday,VBG,taking
taking,VBG,O,IN,by,DT,the
the,DT,O,VBG,taking,JJ,final
final,JJ,O,DT,the,CD,three
three,CD,O,JJ,final,NNS,wickets
wickets,NNS,O,CD,three,IN,during
during,IN,O,NNS,wickets,DT,the
the,DT,O,IN,during,NN,county
county,NN,O,DT,the,POS,'s
's,POS,O,NN,county,NNP,Sunday
Sunday,NNP,O,POS,'s,NN,league
league,NN,O,NNP,Sunday,NN,victory
victory,NN,O,NN,league,IN,over
over,IN,O,NN,victory,NNP,Worcestershire
Worcestershire,NNP,I-ORG,IN,over,.,.
.,.,O,NNP,Worcestershire,None,None
Pollock,NNP,I-PER,None,None,",",","
",",",",O,NNP,Pollock,WP,who
who,WP,O,",",",",VBZ,returns
returns,VBZ,O,WP,who,NN,home
home,NN,O,VBZ,returns,IN,on
on,IN,O,NN,home,NNP,Tuesday
Tuesday,NNP,O,IN,on,IN,for
for,IN,O,NNP,Tuesday,DT,an
an,DT,O,IN,for,NN,ankle
ankle,NN,O,DT,an,NN,operation
operation,NN,O,NN,ankle,",",","
",",",",O,NN,operation,VBD,took
took,VBD,O,",",",",DT,the
the,DT,O,VBD,took,JJ,last
last,JJ,O,DT,the,CD,three
three,CD,O,JJ,last,NNS,wickets
wickets,NNS,O,CD,three,IN,in
in,IN,O,NNS,wickets,CD,nine
nine,CD,O,IN,in,NNS,balls
balls,NNS,O,CD,nine,IN,as
as,IN,O,NNS,balls,NNP,Worcestershire
Worcestershire,NNP,I-ORG,IN,as,VBD,were
were,VBD,O,NNP,Worcestershire,VBN,dismissed
dismissed,VBN,O,VBD,were,IN,for
for,IN,O,VBN,dismissed,CD,154
154,CD,O,IN,for,.,.
.,.,O,CD,154,None,None
After,IN,O,None,None,DT,an
an,DT,O,IN,After,NN,hour
hour,NN,O,DT,an,POS,'s
's,POS,O,NN,hour,NN,interruption
interruption,NN,O,POS,'s,IN,for
for,IN,O,NN,interruption,NN,rain
rain,NN,O,IN,for,",",","
",",",",O,NN,rain,NNP,Warwickshire
Warwickshire,NNP,I-ORG,",",",",RB,then
then,RB,O,NNP,Warwickshire,VBD,reached
reached,VBD,O,RB,then,DT,an
an,DT,O,VBD,reached,JJ,adjusted
adjusted,JJ,O,DT,an,NN,target
target,NN,O,JJ,adjusted,IN,of
of,IN,O,NN,target,CD,109
109,CD,O,IN,of,IN,with
with,IN,O,CD,109,CD,13
13,CD,O,IN,with,NNS,balls
balls,NNS,O,CD,13,TO,to
to,TO,O,NNS,balls,VB,spare
spare,VB,O,TO,to,CC,and
and,CC,O,VB,spare,NN,record
record,NN,O,CC,and,PRP$,their
their,PRP$,O,NN,record,JJ,fifth
fifth,JJ,O,PRP$,their,NN,win
win,NN,O,JJ,fifth,IN,in
in,IN,O,NN,win,DT,the
the,DT,O,IN,in,JJ,last
last,JJ,O,DT,the,CD,six
six,CD,O,JJ,last,NNS,games
games,NNS,O,CD,six,.,.
.,.,O,NNS,games,None,None
Warwickshire,NNP,I-ORG,None,None,VBP,are
are,VBP,O,NNP,Warwickshire,RB,currently
currently,RB,O,VBP,are,IN,in
in,IN,O,RB,currently,JJ,fourth
fourth,JJ,O,IN,in,NN,position
position,NN,O,JJ,fourth,IN,behind
behind,IN,O,NN,position,NNP,Yorkshire
Yorkshire,NNP,I-ORG,IN,behind,",",","
",",",",O,NNP,Yorkshire,NNP,Nottinghamshire
Nottinghamshire,NNP,I-ORG,",",",",CC,and
and,CC,O,NNP,Nottinghamshire,NNP,Surrey
Surrey,NNP,I-ORG,CC,and,.,.
.,.,O,NNP,Surrey,None,None
Yorkshire,NNP,I-ORG,None,None,NN,captain
captain,NN,O,NNP,Yorkshire,NNP,David
David,NNP,I-PER,NN,captain,NNP,Byas
Byas,NNP,I-PER,NNP,David,VBD,completed
completed,VBD,O,NNP,Byas,PRP$,his
his,PRP$,O,VBD,completed,JJ,third
third,JJ,O,PRP$,his,NNP,Sunday
Sunday,NNP,O,JJ,third,NN,league
league,NN,O,NNP,Sunday,NN,century
century,NN,O,NN,league,IN,as
as,IN,O,NN,century,PRP$,his
his,PRP$,O,IN,as,NN,side
side,NN,O,PRP$,his,VBD,swept
swept,VBD,O,NN,side,JJ,clear
clear,JJ,O,VBD,swept,IN,at
at,IN,O,JJ,clear,DT,the
the,DT,O,IN,at,NN,top
top,NN,O,DT,the,IN,of
of,IN,O,NN,top,DT,the
the,DT,O,IN,of,NN,table
table,NN,O,DT,the,",",","
",",",",O,NN,table,VBG,reaching
reaching,VBG,O,",",",",DT,a
a,DT,O,VBG,reaching,NN,career
career,NN,O,DT,a,JJS,best
best,JJS,O,NN,career,CD,111
111,CD,O,JJS,best,RB,not
not,RB,O,CD,111,RP,out
out,RP,O,RB,not,IN,against
against,IN,O,RP,out,NNP,Lancashire
Lancashire,NNP,I-ORG,IN,against,.,.
.,.,O,NNP,Lancashire,None,None
Lancashire,NNP,I-ORG,None,None,POS,'s
's,POS,O,NNP,Lancashire,NN,total
total,NN,O,POS,'s,IN,of
of,IN,O,NN,total,CD,205
205,CD,O,IN,of,IN,for
for,IN,O,CD,205,CD,eight
eight,CD,O,IN,for,IN,from
from,IN,O,CD,eight,CD,40
40,CD,O,IN,from,NNS,overs
overs,NNS,O,CD,40,VBD,looked
looked,VBD,O,NNS,overs,JJ,reasonable
reasonable,JJ,O,VBD,looked,IN,before
before,IN,O,JJ,reasonable,NNP,Byas
Byas,NNP,I-PER,IN,before,VBD,put
put,VBD,O,NNP,Byas,PRP$,their
their,PRP$,O,VBD,put,NN,attack
attack,NN,O,PRP$,their,TO,to
to,TO,O,NN,attack,DT,the
the,DT,O,TO,to,NN,sword
sword,NN,O,DT,the,",",","
",",",",O,NN,sword,VBG,collecting
collecting,VBG,O,",",",",PRP$,his
his,PRP$,O,VBG,collecting,NNS,runs
runs,NNS,O,PRP$,his,IN,from
from,IN,O,NNS,runs,RB,just
just,RB,O,IN,from,CD,100
100,CD,O,RB,just,NNS,balls
balls,NNS,O,CD,100,IN,with
with,IN,O,NNS,balls,CD,three
three,CD,O,IN,with,NNS,sixes
sixes,NNS,O,CD,three,CC,and
and,CC,O,NNS,sixes,CD,nine
nine,CD,O,CC,and,VBZ,fours
fours,VBZ,O,CD,nine,.,.
.,.,O,VBZ,fours,None,None
Yorkshire,NNP,I-ORG,None,None,RB,eventually
eventually,RB,O,NNP,Yorkshire,VBN,reached
reached,VBN,O,RB,eventually,PRP$,their
their,PRP$,O,VBN,reached,NN,target
target,NN,O,PRP$,their,IN,with
with,IN,O,NN,target,RB,only
only,RB,O,IN,with,CD,four
four,CD,O,RB,only,NNS,wickets
wickets,NNS,O,CD,four,RB,down
down,RB,O,NNS,wickets,CC,and
and,CC,O,RB,down,CD,7.5
7.5,CD,O,CC,and,NNS,overs
overs,NNS,O,CD,7.5,TO,to
to,TO,O,NNS,overs,VB,spare
spare,VB,O,TO,to,.,.
.,.,O,VB,spare,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
SOCCER,NN,O,None,None,:,-
-,:,O,NN,SOCCER,NNP,HINCHCLIFFE
HINCHCLIFFE,NNP,I-PER,:,-,VBN,CALLED
CALLED,VBN,O,NNP,HINCHCLIFFE,NNP,INTO
INTO,NNP,O,VBN,CALLED,NNP,ENGLAND
ENGLAND,NNP,I-LOC,NNP,INTO,NNP,SQUAD
SQUAD,NNP,O,NNP,ENGLAND,.,.
.,.,O,NNP,SQUAD,None,None
LONDON,NNP,I-LOC,None,None,CD,1996-08-25
1996-08-25,CD,O,NNP,LONDON,None,None
England,NNP,I-LOC,None,None,NN,manager
manager,NN,O,NNP,England,NNP,Glenn
Glenn,NNP,I-PER,NN,manager,NNP,Hoddle
Hoddle,NNP,I-PER,NNP,Glenn,VBD,called
called,VBD,O,NNP,Hoddle,RP,up
up,RP,O,VBD,called,JJ,uncapped
uncapped,JJ,O,RP,up,NNP,Everton
Everton,NNP,I-ORG,JJ,uncapped,NN,defender
defender,NN,O,NNP,Everton,NNP,Andy
Andy,NNP,I-PER,NN,defender,NNP,Hinchcliffe
Hinchcliffe,NNP,I-PER,NNP,Andy,IN,on
on,IN,O,NNP,Hinchcliffe,NNP,Sunday
Sunday,NNP,O,IN,on,TO,to
to,TO,O,NNP,Sunday,DT,the
the,DT,O,TO,to,JJ,national
national,JJ,O,DT,the,NN,squad
squad,NN,O,JJ,national,IN,for
for,IN,O,NN,squad,DT,the
the,DT,O,IN,for,NN,opening
opening,NN,O,DT,the,NNP,World
World,NNP,I-MISC,NN,opening,NNP,Cup
Cup,NNP,I-MISC,NNP,World,NN,qualifier
qualifier,NN,O,NNP,Cup,IN,against
against,IN,O,NN,qualifier,NNP,Moldova
Moldova,NNP,I-LOC,IN,against,JJ,next
next,JJ,O,NNP,Moldova,NN,weekend
weekend,NN,O,JJ,next,.,.
.,.,O,NN,weekend,None,None
Left-back,NN,O,None,None,NNP,Hinchcliffe
Hinchcliffe,NNP,I-PER,NN,Left-back,",",","
",",",",O,NNP,Hinchcliffe,CD,27
27,CD,O,",",",",",",","
",",",",O,CD,27,VBZ,replaces
replaces,VBZ,O,",",",",NNP,Tottenham
Tottenham,NNP,I-ORG,VBZ,replaces,POS,'s
's,POS,O,NNP,Tottenham,NNP,Darren
Darren,NNP,I-PER,POS,'s,NNP,Anderton
Anderton,NNP,I-PER,NNP,Darren,WP,who
who,WP,O,NNP,Anderton,VBZ,has
has,VBZ,O,WP,who,DT,a
a,DT,O,VBZ,has,VBG,recurring
recurring,VBG,O,DT,a,NN,groin
groin,NN,O,VBG,recurring,NN,problem
problem,NN,O,NN,groin,.,.
.,.,O,NN,problem,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
CRICKET,NNP,O,None,None,:,-
-,:,O,NNP,CRICKET,NNP,ENGLAND
ENGLAND,NNP,I-LOC,:,-,CD,326
326,CD,O,NNP,ENGLAND,CC,AND
AND,CC,O,CD,326,NNP,74-0
74-0,NNP,O,CC,AND,:,;
;,:,O,NNP,74-0,NN,PAKISTAN
PAKISTAN,NN,I-LOC,:,;,CD,521-8
521-8,CD,O,NN,PAKISTAN,NNP,DECLARED
DECLARED,NNP,O,CD,521-8,.,.
.,.,O,NNP,DECLARED,None,None
LONDON,NNP,I-LOC,None,None,CD,1996-08-25
1996-08-25,CD,O,NNP,LONDON,None,None
England,NNP,I-LOC,None,None,VBD,were
were,VBD,O,NNP,England,CD,74
74,CD,O,VBD,were,IN,for
for,IN,O,CD,74,DT,no
no,DT,O,IN,for,NN,wicket
wicket,NN,O,DT,no,IN,in
in,IN,O,NN,wicket,None,None
their,PRP$,O,None,None,JJ,second
second,JJ,O,PRP$,their,NN,innings
innings,NN,O,JJ,second,IN,at
at,IN,O,NN,innings,DT,the
the,DT,O,IN,at,NN,close
close,NN,O,DT,the,IN,of
of,IN,O,NN,close,DT,the
the,DT,O,IN,of,JJ,fourth
fourth,JJ,O,DT,the,NN,day
day,NN,O,JJ,fourth,IN,of
of,IN,O,NN,day,DT,the
the,DT,O,IN,of,JJ,third
third,JJ,O,DT,the,None,None
and,CC,O,None,None,JJ,final
final,JJ,O,CC,and,NN,test
test,NN,O,JJ,final,IN,at
at,IN,O,NN,test,DT,The
The,DT,I-LOC,IN,at,JJ,Oval
Oval,JJ,I-LOC,DT,The,IN,on
on,IN,O,JJ,Oval,NNP,Sunday
Sunday,NNP,O,IN,on,.,.
.,.,O,NNP,Sunday,None,None
Scores,NNS,O,None,None,:,:
:,:,O,NNS,Scores,NNP,England
England,NNP,I-LOC,:,:,CD,326
326,CD,O,NNP,England,CC,and
and,CC,O,CD,326,NNP,74-0
74-0,NNP,O,CC,and,:,;
;,:,O,NNP,74-0,NNP,Pakistan
Pakistan,NNP,I-LOC,:,;,CD,521-8
521-8,CD,O,NNP,Pakistan,VBN,declared
declared,VBN,O,CD,521-8,.,.
.,.,O,VBN,declared,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
SOCCER,NN,O,None,None,:,-
-,:,O,NN,SOCCER,JJ,ENGLISH
ENGLISH,JJ,I-MISC,:,-,NNPS,PREMIER
PREMIER,NNPS,O,JJ,ENGLISH,NNP,LEAGUE
LEAGUE,NNP,O,NNPS,PREMIER,NNP,SUMMARY
SUMMARY,NNP,O,NNP,LEAGUE,.,.
.,.,O,NNP,SUMMARY,None,None
LONDON,NNP,I-LOC,None,None,CD,1996-08-25
1996-08-25,CD,O,NNP,LONDON,None,None
Summary,NNS,O,None,None,IN,of
of,IN,O,NNS,Summary,DT,an
an,DT,O,IN,of,JJ,English
English,JJ,I-MISC,DT,an,NN,premier
premier,NN,O,JJ,English,None,None
league,NN,O,None,None,NN,soccer
soccer,NN,O,NN,league,NN,match
match,NN,O,NN,soccer,IN,on
on,IN,O,NN,match,NNP,Sunday
Sunday,NNP,O,IN,on,:,:
:,:,O,NNP,Sunday,None,None
Manchester,NNP,I-ORG,None,None,NNP,United
United,NNP,I-ORG,NNP,Manchester,CD,2
2,CD,O,NNP,United,(,(
(,(,O,CD,2,NNP,Cruyff
Cruyff,NNP,I-PER,(,(,JJ,39th
39th,JJ,O,NNP,Cruyff,NN,minute
minute,NN,O,JJ,39th,",",","
",",",",O,NN,minute,NNP,Solskjaer
Solskjaer,NNP,I-PER,",",",",JJ,70th
70th,JJ,O,NNP,Solskjaer,),)
),),O,JJ,70th,None,None
Blackburn,VBN,I-ORG,None,None,CD,2
2,CD,O,VBN,Blackburn,(,(
(,(,O,CD,2,JJ,Warhurst
Warhurst,JJ,I-PER,(,(,NNP,34th
34th,NNP,O,JJ,Warhurst,",",","
",",",",O,NNP,34th,NNP,Bohinen
Bohinen,NNP,I-PER,",",",",CD,51st
51st,CD,O,NNP,Bohinen,),)
),),O,CD,51st,.,.
.,.,O,),),None,None
Halftime,VB,O,None,None,NNP,1-1
1-1,NNP,O,VB,Halftime,.,.
.,.,O,NNP,1-1,None,None
Attendance,NNP,O,None,None,CD,"54,178"
"54,178",CD,O,NNP,Attendance,.,.
.,.,O,CD,"54,178",None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
SOCCER,NN,O,None,None,:,-
-,:,O,NN,SOCCER,JJ,ENGLISH
ENGLISH,JJ,I-MISC,:,-,NN,LEAGUE
LEAGUE,NN,O,JJ,ENGLISH,NNS,RESULTS
RESULTS,NNS,O,NN,LEAGUE,SYM,/
/,SYM,O,NNS,RESULTS,NNS,STANDINGS
STANDINGS,NNS,O,SYM,/,.,.
.,.,O,NNS,STANDINGS,None,None
LONDON,NNP,I-LOC,None,None,CD,1996-08-25
1996-08-25,CD,O,NNP,LONDON,None,None
Results,NNS,O,None,None,IN,of
of,IN,O,NNS,Results,JJ,English
English,JJ,I-MISC,IN,of,NN,league
league,NN,O,JJ,English,NN,soccer
soccer,NN,O,NN,league,None,None
matches,NNS,O,None,None,IN,on
on,IN,O,NNS,matches,NNP,Sunday
Sunday,NNP,O,IN,on,:,:
:,:,O,NNP,Sunday,None,None
Premier,NNP,O,None,None,NN,league
league,NN,O,NNP,Premier,None,None
Manchester,NNP,I-ORG,None,None,NNP,United
United,NNP,I-ORG,NNP,Manchester,CD,2
2,CD,O,NNP,United,NNP,Blackburn
Blackburn,NNP,I-ORG,CD,2,CD,2
2,CD,O,NNP,Blackburn,None,None
Standings,NNS,O,None,None,(,(
(,(,O,NNS,Standings,(,(
(,(,O,(,(,VBN,tabulated
tabulated,VBN,O,(,(,IN,under
under,IN,O,VBN,tabulated,JJ,played
played,JJ,O,IN,under,",",","
",",",",O,JJ,played,VBD,won
won,VBD,O,",",",",",",","
",",",",O,VBD,won,VBN,drawn
drawn,VBN,O,",",",",",",","
",",",",O,VBN,drawn,VBD,lost
lost,VBD,O,",",",",",",","
",",",",O,VBD,lost,NNS,goals
goals,NNS,O,",",",",None,None
for,IN,O,None,None,",",","
",",",",O,IN,for,RB,against
against,RB,O,",",",",",",","
",",",",O,RB,against,VBZ,points
points,VBZ,O,",",",",),)
),),O,VBZ,points,:,:
:,:,O,),),None,None
Sheffield,NNP,I-ORG,None,None,NNP,Wednesday
Wednesday,NNP,I-ORG,NNP,Sheffield,CD,3
3,CD,O,NNP,Wednesday,CD,3
3,CD,O,CD,3,CD,0
0,CD,O,CD,3,CD,0
0,CD,O,CD,0,CD,6
6,CD,O,CD,0,CD,2
2,CD,O,CD,6,CD,9
9,CD,O,CD,2,None,None
Chelsea,NNP,I-ORG,None,None,CD,3
3,CD,O,NNP,Chelsea,CD,2
2,CD,O,CD,3,CD,1
1,CD,O,CD,2,CD,0
0,CD,O,CD,1,CD,3
3,CD,O,CD,0,CD,0
0,CD,O,CD,3,CD,7
7,CD,O,CD,0,None,None
Arsenal,JJ,I-ORG,None,None,CD,3
3,CD,O,JJ,Arsenal,CD,2
2,CD,O,CD,3,CD,0
0,CD,O,CD,2,CD,1
1,CD,O,CD,0,CD,4
4,CD,O,CD,1,CD,2
2,CD,O,CD,4,CD,6
6,CD,O,CD,2,None,None
Aston,NNP,I-ORG,None,None,NNP,Villa
Villa,NNP,I-ORG,NNP,Aston,CD,3
3,CD,O,NNP,Villa,CD,2
2,CD,O,CD,3,CD,0
0,CD,O,CD,2,CD,1
1,CD,O,CD,0,CD,4
4,CD,O,CD,1,CD,2
2,CD,O,CD,4,CD,6
6,CD,O,CD,2,None,None
Manchester,NNP,I-ORG,None,None,NNP,United
United,NNP,I-ORG,NNP,Manchester,CD,3
3,CD,O,NNP,United,CD,1
1,CD,O,CD,3,CD,2
2,CD,O,CD,1,CD,0
0,CD,O,CD,2,CD,7
7,CD,O,CD,0,CD,4
4,CD,O,CD,7,CD,5
5,CD,O,CD,4,None,None
Sunderland,NNP,I-ORG,None,None,CD,3
3,CD,O,NNP,Sunderland,CD,1
1,CD,O,CD,3,CD,2
2,CD,O,CD,1,CD,0
0,CD,O,CD,2,CD,4
4,CD,O,CD,0,CD,1
1,CD,O,CD,4,CD,5
5,CD,O,CD,1,None,None
Liverpool,NNP,I-ORG,None,None,CD,3
3,CD,O,NNP,Liverpool,CD,1
1,CD,O,CD,3,CD,2
2,CD,O,CD,1,CD,0
0,CD,O,CD,2,CD,5
5,CD,O,CD,0,CD,3
3,CD,O,CD,5,CD,5
5,CD,O,CD,3,None,None
Everton,NN,I-ORG,None,None,CD,3
3,CD,O,NN,Everton,CD,1
1,CD,O,CD,3,CD,2
2,CD,O,CD,1,CD,0
0,CD,O,CD,2,CD,4
4,CD,O,CD,0,CD,2
2,CD,O,CD,4,CD,5
5,CD,O,CD,2,None,None
Tottenham,NNP,I-ORG,None,None,CD,3
3,CD,O,NNP,Tottenham,CD,1
1,CD,O,CD,3,CD,2
2,CD,O,CD,1,CD,0
0,CD,O,CD,2,CD,3
3,CD,O,CD,0,CD,1
1,CD,O,CD,3,CD,5
5,CD,O,CD,1,None,None
Nottingham,NNP,I-ORG,None,None,NNP,Forest
Forest,NNP,I-ORG,NNP,Nottingham,CD,3
3,CD,O,NNP,Forest,CD,1
1,CD,O,CD,3,CD,1
1,CD,O,CD,1,CD,1
1,CD,O,CD,1,CD,5
5,CD,O,CD,1,CD,5
5,CD,O,CD,5,CD,4
4,CD,O,CD,5,None,None
West,NNP,I-ORG,None,None,NNP,Ham
Ham,NNP,I-ORG,NNP,West,CD,3
3,CD,O,NNP,Ham,CD,1
1,CD,O,CD,3,CD,1
1,CD,O,CD,1,CD,1
1,CD,O,CD,1,CD,3
3,CD,O,CD,1,CD,4
4,CD,O,CD,3,CD,4
4,CD,O,CD,4,None,None
Leicester,NNP,I-ORG,None,None,CD,3
3,CD,O,NNP,Leicester,CD,1
1,CD,O,CD,3,CD,1
1,CD,O,CD,1,CD,1
1,CD,O,CD,1,CD,2
2,CD,O,CD,1,CD,3
3,CD,O,CD,2,CD,4
4,CD,O,CD,3,None,None
Newcastle,NNP,I-ORG,None,None,CD,3
3,CD,O,NNP,Newcastle,CD,1
1,CD,O,CD,3,CD,0
0,CD,O,CD,1,CD,2
2,CD,O,CD,0,CD,3
3,CD,O,CD,2,CD,4
4,CD,O,CD,3,CD,3
3,CD,O,CD,4,None,None
Middlesbrough,JJ,I-ORG,None,None,CD,3
3,CD,O,JJ,Middlesbrough,CD,0
0,CD,O,CD,3,CD,2
2,CD,O,CD,0,CD,1
1,CD,O,CD,2,CD,4
